CUST_NO,VTG,AGETIER,EDUCATION_DESC,GENDER,EOP_BAL_CS,MTH_AVG_BAL_CS,MTH6_AVG_BAL_CS,DELTA_FUNDING_BALANCE,MTH_AVG_BAL_IDR,MTH6_AVG_BAL_IDR,DELTA_FUNDING_BALANCE_TD,AVG_CREDIT_3MTH,SUM_CREDIT_LESS_3MIL,SUM_CREDIT_ZERO,DELTA_CREDIT_MUTATION,DELTA_DEBIT_MUTATION,AVG_DEBIT_3MTH,CUST_SEGMENT_AVG,DELTA_CUST_SEG,L_COLL,BAD_TAG
4756290,6-10 th,31-40 th,UNIVERSITAS,L,2681291.45,2327005.35,7403366.17,-4979944.28,2327005.35,7403366.17,-4979944.28,21803668.08,0,0,-13706505.83,-10019854.47,21023132.72,5,0,1,0
4794455.8,6-10 th,31-40 th,UNIVERSITAS,P,2268049.07,1266505.42,6958911.387,127074.2867,1266505.42,6958911.387,127074.2867,11637789.62,0,0,-4226875.72,-3529245.62,11515785.62,5,0,0,0
4830032.4,6-10 th,21-30 th,UNIVERSITAS,P,3701499.88,694065.03,1163906.712,1977327.157,694065.03,1163906.712,1977327.157,10648416.67,1,0,58284410.79,56464406.67,10624073.33,5,0,0,0
4945067.8,6-10 th,41-50 th,UNIVERSITAS,L,1737312.17,2461631.4,2363151.997,-445001.9033,2461631.4,2363151.997,-445001.9033,13050820.56,0,0,-5799584.283,-6655139.827,13733386.45,5,0,1,0
4945102.4,6-10 th,31-40 th,SMA,P,651270.96,1338761.1,1188102.628,-1126621.43,1338761.1,1188102.628,-1126621.43,15366931.97,0,0,3983068.027,5232312,15264162,5,0,0,0
4893390.8,6-10 th,21-30 th,SMA,L,1764161.9,1426494.04,1204774.535,571639.75,1426494.04,1204774.535,571639.75,5151389.357,0,0,16462916.43,14933735.68,5426901.32,5,0,0,0
4896113,6-10 th,21-30 th,UNIVERSITAS,P,3754342.65,2776472.62,2265035.048,-1987211.65,2776472.62,2265035.048,-1987211.65,19970686.19,0,0,-13863686.19,-14836990.67,20044440.67,5,0,0,0
4882741,6-10 th,21-30 th,SMA,P,6002464.72,4434707.36,4660870.17,11117437.57,4434707.36,4660870.17,11117437.57,25887905.16,0,0,-20416223.65,-244575.35,25322925.35,5,1,0,0
5050454.2,6-10 th,21-30 th,UNIVERSITAS,P,4614076.22,5370328.26,3428809.062,91668.58333,5370328.26,3428809.062,91668.58333,17151892.57,0,0,-6607348.287,5444477.227,17039553.77,4,-1,0,0
5041677,6-10 th,51-65 th,UNIVERSITAS,L,811350.72,1899780.27,1508718.31,-69346.84333,1899780.27,1508718.31,-69346.84333,74237920.69,0,0,-26372884.23,-25730324.95,74119024.95,5,0,0,0
4973485.2,6-10 th,31-40 th,UNIVERSITAS,L,602177.7,915119.63,3388549.447,4788119.243,915119.63,3388549.447,4788119.243,56200000,0,0,-47700000,-45969103.33,56985553.33,5,0,1,0
4979155.2,6-10 th,31-40 th,SMA,L,11873739.86,1908496.62,1881709.062,2092243.27,1908496.62,1881709.062,2092243.27,41297045.4,0,0,5453196.55,9385072.973,37600166.67,5,1,0,0
4993493.6,6-10 th,21-30 th,SMA,P,309712.82,995411.46,1369344.447,5110145.41,995411.46,1369344.447,5110145.41,15114900,1,0,2781044.4,3103734.097,15734551.33,5,0,0,0
5124466,6-10 th,31-40 th,AKADEMI,P,287241.49,596329.08,230568.69,355084.2567,596329.08,230568.69,355084.2567,8921725.667,0,0,-2439248.667,-2474510,8877419,5,0,0,0
5118469.6,6-10 th,41-50 th,SMA,L,8746764.84,9415476.66,5579662.24,2786520.527,9415476.66,5579662.24,2786520.527,6435485.22,1,0,1518701.09,4144075.86,4103674.14,4,0,0,0
5056220.4,6-10 th,21-30 th,AKADEMI,P,5610421.08,6224710.96,3902130.725,-3468887.243,6224710.96,3902130.725,-3468887.243,6447904.607,0,0,-2526605.677,-1106206.667,5594806.667,4,0,0,0
5087157.8,6-10 th,41-50 th,UNIVERSITAS,L,136157794,120725615.9,98462532.24,,620725615.9,415385443.5,-614768021.8,128288809.4,1,1,-128288809.4,-89899119.89,89899119.89,2,0,0,0
5092799,6-10 th,21-30 th,UNIVERSITAS,L,13282694.66,15861497.21,17985639.6,-8004206.77,15861497.21,17985639.6,-8004206.77,6074531.393,0,0,3240143.657,-1400303.803,8522893.813,4,0,0,0
5074713,6-10 th,21-30 th,SMA,L,18065391.26,11944871.37,5209725.405,3507457.453,11944871.37,5209725.405,3507457.453,12469236.64,0,0,-7461775.593,14566186.39,6574806.767,4,0,0,0
5204939.2,6-10 th,21-30 th,UNIVERSITAS,P,546214110.2,528854014.2,551793580.5,-31725920.07,528854014.2,551793580.5,-31725920.07,51370288.07,0,0,7202848.693,-19234062,45091092.35,2,0,0,0
5172261.4,6-10 th,21-30 th,UNIVERSITAS,L,125319535.1,173106437.9,121513025.8,-108976429.4,173106437.9,121513025.8,-108976429.4,279909147.3,0,0,-250338074,-250058519.7,283230822.3,3,0,0,0
5178196.4,6-10 th,31-40 th,UNIVERSITAS,P,20367384.82,28501373.36,14669809.32,-14061643.42,28501373.36,14669809.32,-14061643.42,42656810.05,0,0,-23755686.11,-18425391.92,36446891.92,4,0,0,0
5176970.6,6-10 th,21-30 th,UNIVERSITAS,L,68827425.74,40081336.96,68529387.7,15548567.27,90252762.2,85224625.24,-17841907.81,17772447.53,1,0,-15718501.58,-20276293.65,22241082.84,3,0,0,0
5192080.6,6-10 th,21-30 th,UNIVERSITAS,L,68156008.35,58928829.02,27794776.9,-7894960.817,58928829.02,27794776.9,-7894960.817,32814146.26,0,0,-4654788.363,12094499.55,16212605.14,3,0,0,0
5282647.8,6-10 th,31-40 th,SMA,L,5098891.5,432708.91,1025433.537,820540.22,432708.91,1025433.537,820540.22,8996952.583,0,0,-3068248.583,-2268666.667,7728666.667,5,1,0,0
5229191.8,6-10 th,21-30 th,SMA,L,4989440.61,415771.89,1160009.803,-74927.54667,415771.89,1160009.803,-74927.54667,10780789,0,0,4809686,3009139.2,9958851,5,0,0,0
5226466.4,6-10 th,21-30 th,UNIVERSITAS,P,4638725.08,2793725.74,2837359.49,-99160.83667,14907559.78,10875039.75,-12174521.36,5971147.92,0,0,-1719147.92,-193409.94,4440409.94,4,0,0,0
5273150.8,6-10 th,21-30 th,UNIVERSITAS,L,22269486.7,22407265.63,28646865.53,5634997.15,22407265.63,28646865.53,5634997.15,9520620.133,0,0,81794.60667,3403003.62,12305744.33,4,0,0,0
5356556.8,6-10 th,31-40 th,UNIVERSITAS,P,2920027.93,1681180.65,1951267.5,-411887.5233,1681180.65,1951267.5,-411887.5233,37573964.89,0,0,1378961.61,156511.8533,38665776.15,5,0,0,0
5371418.6,6-10 th,21-30 th,SMA,P,89450,791698.9,2243724.903,-1131293.147,791698.9,2243724.903,-1131293.147,5046385.81,1,0,577738.01,-4087766.667,6971366.667,5,0,0,0
5312115.2,6-10 th,21-30 th,SMA,P,990049.51,446749.51,665586.9783,11926.42,446749.51,665586.9783,11926.42,5951000,0,0,-151000,-351323.3333,5955823.333,5,0,0,0
5344089.6,6-10 th,21-30 th,AKADEMI,P,19950937.3,20509067.81,18305472.58,43133208.11,20509067.81,18305472.58,43133208.11,49156568.31,0,0,14602481.85,30047937.43,49197748.88,4,0,0,0
5389369.4,6-10 th,31-40 th,UNIVERSITAS,P,5370799416,5484942236,5776997893,-1102313831,5484942236,5776997893,-1102313831,38602115.63,0,0,-29130369.26,-179643517,192874266.3,1,0,0,0
5426594.8,6-10 th,21-30 th,SMA,P,61690.11,1190853.08,647642.4767,305682.0967,1190853.08,647642.4767,305682.0967,1366902.663,2,1,1633097.337,1240000,1361500,5,0,0,0
5508532.2,6-10 th,21-30 th,SMA,L,7653564.17,10436647.2,13095862.29,-12516365.22,10436647.2,13095862.29,-12516365.22,298574918.2,0,0,-123325538.3,-135152049.8,297512365.9,4,0,0,0
5522747.8,6-10 th,21-30 th,SMA,P,5849928.19,9173949.61,23387971.2,6998051.067,9173949.61,23387971.2,6998051.067,52611735.84,0,0,173807732.3,149962735.8,63415356.14,4,0,0,0
5459448,6-10 th,31-40 th,UNIVERSITAS,L,3242091.32,1719195.51,2142954.01,1506384.313,1719195.51,2142954.01,1506384.313,13108398.31,0,0,-70423.98333,1571273.04,13060458,5,0,0,0
5457813.8,6-10 th,21-30 th,UNIVERSITAS,L,10385528.44,2627799.91,4861187.067,-3705124.643,2627799.91,4861187.067,-3705124.643,69039149.43,0,0,-42621748.61,-41957405.52,69428791.52,5,1,0,0
5489736.4,6-10 th,21-30 th,UNIVERSITAS,L,2674490.28,1496036.33,3037864.785,8516859.753,1496036.33,3037864.785,8516859.753,6289117.387,3,0,-6284989.007,-1860700,6180000,5,0,0,0
5489244,6-10 th,21-30 th,SMA,L,10277.59,287330.64,159192.585,55266.36,287330.64,159192.585,55266.36,4575300,0,0,-404100,-410131,4581741,5,0,0,0
5500441.8,6-10 th,21-30 th,UNIVERSITAS,L,2347374.87,3322801.47,36419892.45,22280813.39,3322801.47,36419892.45,22280813.39,110502253.6,0,0,102080564.9,-41100057.16,109884714.9,5,0,0,0
5595201.4,6-10 th,21-30 th,AKADEMI,P,2737087.99,947705.4,1127885.31,16160.46667,947705.4,1127885.31,16160.46667,5831833.587,0,0,1385166.413,1983143.333,5923485.667,5,0,1,0
5531492.6,6-10 th,31-40 th,AKADEMI,L,190916.19,756353.21,1810159.168,-236521.1633,756353.21,1810159.168,-236521.1633,56991401.67,0,0,-11912285.67,-12965683.33,58250639.33,5,0,0,1
5545672.2,6-10 th,21-30 th,UNIVERSITAS,P,1036085.47,1034557.01,590255.7933,19434.53333,1034557.01,590255.7933,19434.53333,2894105.023,4,0,-59105.02333,-165251.6667,2962751.667,5,0,0,0
5559524.6,6-10 th,21-30 th,SMA,L,894071.81,797679.99,747655.0833,731605.3233,797679.99,747655.0833,731605.3233,3422433.333,0,0,-33533.33333,317416.6667,3463683.333,5,0,0,0
5566671.8,6-10 th,21-30 th,SMA,P,9073212.33,8861830.13,5085877.453,-2966020.83,8861830.13,5085877.453,-2966020.83,145330270.9,0,0,47181669.42,59841696.92,142411233.6,4,0,0,0
5626423.8,5 th,21-30 th,AKADEMI,P,14052193.92,12354548.84,7753725.53,-7314834.997,12354548.84,7753725.53,-7314834.997,12701259.88,0,0,7007667.103,8094502.18,10403009.82,4,0,0,0
5714785.4,5 th,21-30 th,SMA,P,123830.8,309088.86,186558.215,-158914.2467,309088.86,186558.215,-158914.2467,13038166.67,0,0,-7532666.667,-7574300,13081300,5,0,0,0
5794398.6,5 th,21-30 th,SMA,L,541521.57,2875571.86,2543471.06,-1861651.393,2875571.86,2543471.06,-1861651.393,25139175.14,0,0,8823324.86,8712001,25186162,5,0,1,0
5784882.4,5 th,21-30 th,SMA,P,1518590.22,1094390.87,2685711.468,2325910.61,1094390.87,2685711.468,2325910.61,9604883.547,0,0,44049658.9,27880966.82,9130977.667,5,0,0,0
5836820.6,5 th,21-30 th,SMA,L,66839.29,406832.03,706837.1167,-75619.51667,406832.03,706837.1167,-75619.51667,137969889.3,0,0,-89995755.33,-93181177.33,138710177.3,5,0,0,0
5841793.6,5 th,31-40 th,SMA,L,14392405.52,14580506.56,11916364.65,-254688.1067,14580506.56,11916364.65,-254688.1067,153233151.6,0,0,37986068.7,62475774.06,153997645.8,4,0,0,0
5881700.4,5 th,31-40 th,SMA,L,25243683.02,21508321.92,19105877.65,-3332089.237,21508321.92,19105877.65,-3332089.237,9391652.96,1,0,-9381315.62,-554581.62,8589929.68,4,0,0,0
5897808.8,5 th,31-40 th,SMA,L,1748306.74,728916.28,841739.8383,144050.8233,728916.28,841739.8383,144050.8233,7224925,0,0,987816.59,-115833.3333,6980833.333,5,0,0,0
5909754,5 th,21-30 th,SMA,L,361420.38,1904306.57,1157947.443,-738391.7467,1904306.57,1157947.443,-738391.7467,17424934.23,0,0,-7482236.23,-5709138.333,17341278.33,5,0,0,0
5915120.4,5 th,21-30 th,SMA,P,997090.3,345402.68,678282.44,95411.77,345402.68,678282.44,95411.77,3402063,1,0,972937,1522724.333,3519975.667,5,0,0,0
5918849.2,5 th,21-30 th,UNIVERSITAS,L,834541.46,3012992.1,1653986.852,-1542464.42,3012992.1,1653986.852,-1542464.42,6518930.43,1,0,-2981930.43,-4323516.423,7882986.333,5,0,0,0
6001152.2,5 th,31-40 th,UNIVERSITAS,L,201207.47,117402.25,781035.0767,,117402.25,390517.5383,-781035.0767,6521668.9,2,1,-6521668.9,-6455009.333,6455009.333,5,0,0,0
6006116,5 th,21-30 th,SMA,P,6920065.12,5884079.32,4833445.652,-2687312.657,5884079.32,4833445.652,-2687312.657,5372844.627,0,0,199449.6033,1092349.403,4897045.667,4,0,0,0
5948851.6,5 th,21-30 th,SMA,L,2754341.44,713089.82,898845.6117,751286.4033,713089.82,898845.6117,751286.4033,3699900,0,0,-111847.31,294333.3333,3520666.667,5,0,0,0
5955535,5 th,21-30 th,UNIVERSITAS,P,78169.33,205508.03,1677323.6,2301223.14,205508.03,1677323.6,2301223.14,4015335,1,0,8237579.85,7346793.333,4834306.667,5,0,0,0
5974551.6,5 th,41-50 th,SMA,P,31434849.43,32021185.83,26826334.84,-15082763.78,32021185.83,26826334.84,-15082763.78,44384225.84,0,0,-29127848.72,-12566246.37,39580972.66,4,0,1,0
5964750,5 th,31-40 th,AKADEMI,P,0,0,360092.455,710848.3633,0,360092.455,710848.3633,0,5,5,18201234.87,18151921.71,4078.29,5,0,0,0
5993053,5 th,31-40 th,UNIVERSITAS,L,875695.7,2012886.09,4965148.172,3903346.817,2012886.09,4965148.172,3903346.817,10725565.57,0,0,13179990.48,676042.15,10616073,5,0,0,0
5990858.4,5 th,21-30 th,SMP,P,1178521.15,1559645.1,3350423.335,-4813477.013,1559645.1,3350423.335,-4813477.013,39060020.14,0,0,-13166020.14,-13956332.25,38706113.25,5,0,0,0
6126487.4,4 th,21-30 th,SMA,L,324964352.4,402079372.6,319753472.3,-16231482.12,402079372.6,319753472.3,-16231482.12,131050665.6,1,0,-1227204.263,-10326430.85,110709529.1,3,0,0,0
6132133.4,4 th,21-30 th,UNIVERSITAS,L,634791.23,1422091.99,6017946.122,28589664.01,1422091.99,6017946.122,28589664.01,9616770.95,1,0,27492728.46,56534525.66,12708056.73,5,0,0,0
6080210,4 th,51-65 th,SMA,L,9878091.18,14485163.98,12862709.03,-11683856.91,14485163.98,12862709.03,-11683856.91,29090307.97,0,0,17131837.76,17097327.52,29345523.73,4,0,0,0
6078123.4,4 th,21-30 th,SMA,L,217817.05,138383.24,157750.915,167500.45,138383.24,157750.915,167500.45,7437072.333,0,0,5100502.667,8352833.333,7369666.667,5,0,0,0
6080549.2,4 th,21-30 th,SMA,L,2274318.81,493435.92,467336.855,294672.17,493435.92,467336.855,294672.17,5963733.333,0,0,2326577.477,5975783.333,5376316.667,5,0,0,0
6196455.4,4 th,21-30 th,SMA,P,30442469.43,29596950,30578408.13,15760872.36,29596950,30578408.13,15760872.36,2870611.697,3,0,-659386.4467,10310725.91,3841875.14,4,0,0,0
6185191.6,4 th,31-40 th,SMA,L,18535746.46,30558939.24,19234985.77,-14158885.22,30558939.24,19234985.77,-14158885.22,340741669.7,0,0,-301736437.8,-297188138,335230749.4,4,0,0,0
6166691.6,4 th,21-30 th,SMA,P,333282.5,515540.55,913492.385,1738452.313,515540.55,913492.385,1738452.313,6775000,3,0,3903001.92,4579616.667,6900833.333,5,0,0,0
6165646,4 th,41-50 th,UNIVERSITAS,L,78414092.32,95125227.08,45003416.06,-84007601.82,95125227.08,45003416.06,-84007601.82,50448211.56,0,0,-37944657.66,-4033363.92,24530390.98,3,0,0,0
6166549.6,4 th,21-30 th,SMA,P,69565348.43,68631633.84,55446044.03,-45799737.48,68631633.84,55446044.03,-45799737.48,10437753.55,0,0,669355.8333,-5573578.03,11859235.91,3,0,0,0
6251755.8,4 th,21-30 th,SMA,P,76327,173827.38,157922.1483,71117.59,173827.38,157922.1483,71117.59,3536827,0,0,3636428,3516666.667,3523833.333,5,0,0,0
6259070.8,4 th,21-30 th,AKADEMI,P,2660671.53,960526.81,1052452.585,-952766.8667,960526.81,1052452.585,-952766.8667,13534523.76,0,0,-7517523.763,-6594260,12805260,5,0,0,0
6256973.6,4 th,21-30 th,SMA,P,68983.65,549146.71,328444.08,-128904.8433,549146.71,328444.08,-128904.8433,3900000,3,0,-1740000,-1821295,3976464,5,0,0,0
6226265.2,4 th,21-30 th,UNIVERSITAS,P,2149493.76,57994350.98,16465865.29,-23981919.21,557994351,99799198.63,-190648585.9,757757329.4,0,0,-618608261.8,-620201785.3,758133823.3,2,0,0,0
6320470.4,4 th,21-30 th,UNIVERSITAS,P,6338477.35,2670145.11,4201567.452,-2022821.633,2670145.11,4201567.452,-2022821.633,16386894.29,0,0,-3578246.29,-6857314,19862314,5,1,0,0
6307999.4,4 th,21-30 th,SMA,P,103430.22,4260835.3,1421480.452,-1182939.863,4260835.3,1421480.452,-1182939.863,26024429.32,0,0,-13547529.32,-14281004.14,26373004.14,5,0,0,0
6310346.6,4 th,41-50 th,SMP,L,1307818.55,859586.29,746504.7367,772036.3933,859586.29,746504.7367,772036.3933,6442333.333,0,0,5406666.667,5276166.667,6104433.333,5,0,1,0
6290953.8,4 th,21-30 th,SMA,L,79212.49,935954.42,435617.3233,209692.4067,935954.42,435617.3233,209692.4067,6238666.667,0,0,-2421666.667,-991333.3333,6249333.333,5,0,0,0
6369075.8,4 th,21-30 th,UNIVERSITAS,P,2000019.24,502446.07,24144738.85,-22574430.7,65960570.46,56010544.44,-61191620.32,31482117.03,0,0,-17151444.57,-28474825.54,43130607.54,3,0,0,0
6342404.8,4 th,31-40 th,UNIVERSITAS,P,73104280.74,70068581.79,184009333.4,115424805.5,70068581.79,184009333.4,115424805.5,374945065.8,0,0,-216846044.2,-80557781.69,423334197.6,3,0,0,0
6351323,4 th,41-50 th,SMA,L,14586312.79,30889026.53,47886324.34,22215524.24,30889026.53,47886324.34,22215524.24,116200477.4,0,0,162466122.8,148098004.5,118896899.8,4,0,0,0
6364405.8,4 th,21-30 th,UNIVERSITAS,L,1369156.05,1076924.18,4704640.632,2890180.707,1076924.18,4704640.632,2890180.707,6127416.437,0,0,-610405.4667,-1662415.567,7747333.637,5,0,0,0
6408614.4,4 th,21-30 th,SMA,L,480803.07,13255640.39,21253181.86,6246563.663,13255640.39,21253181.86,6246563.663,663275211.7,0,0,77865600.53,43311234.34,669390565.7,4,-1,0,0
6420508.6,4 th,31-40 th,UNIVERSITAS,L,4603406,857167.35,505940.2683,-52383.54667,857167.35,505940.2683,-52383.54667,7102872,0,0,-2562872,-554334.6667,5967603.667,5,0,0,0
6466353,3 th,21-30 th,SMA,L,35751296.33,35743973.3,26303326.61,-27293667.92,35743973.3,26303326.61,-27293667.92,2680432.76,2,1,1327353.99,-695.87,17753.22,4,0,0,0
6469174.4,3 th,41-50 th,SMA,L,78682.69,177231.07,181153.92,37433.51667,177231.07,181153.92,37433.51667,8150000,3,1,-7650000,-7470666.667,8144166.667,5,0,0,1
6460047.8,3 th,31-40 th,SMA,P,2917034.44,10157569.41,7624353.683,-285185.9967,10157569.41,7624353.683,-285185.9967,47478235.81,0,0,-28349123.95,-20503837.67,46779134.79,4,-1,0,0
6482097.8,3 th,21-30 th,UNIVERSITAS,L,193692.76,267581.08,1389275.633,2220598.22,267581.08,1389275.633,2220598.22,11683333.33,2,0,2620456.527,477615,11690785,5,0,0,0
6472506.2,3 th,21-30 th,SMA,L,14116017.72,40026214.16,30427837,-28554256.7,40026214.16,30427837,-28554256.7,53507049.4,0,0,-28081462.33,-50238846.62,67317373.15,4,0,0,0
6551161.2,3 th,31-40 th,UNIVERSITAS,L,7917898.09,3345081.16,1164673.785,-839013.35,3345081.16,1164673.785,-839013.35,20955964.91,0,0,-10612592.91,-5993335.333,18386509.33,5,1,0,0
6552546.8,3 th,31-40 th,AKADEMI,P,3039010.71,1467064.57,1530066.712,-197757.7833,1467064.57,1530066.712,-197757.7833,79542049.32,0,0,92565800.68,94265862.86,78610987.14,5,0,0,0
6509309.8,3 th,21-30 th,SMA,P,1224263.5,700457.04,922404.5717,-823112.69,700457.04,922404.5717,-823112.69,13787498.83,0,0,-9680498.833,-8022768.667,13885138.67,5,0,0,0
6508993.6,3 th,21-30 th,SMA,L,8793258.1,23760466.2,11555513.64,-12262633.32,23760466.2,11555513.64,-12262633.32,266103173.4,0,0,-31018978.03,-29941382.97,264234904.7,4,0,0,0
6613020.2,3 th,21-30 th,SMA,P,16022936.42,14233781,8876744.772,-2274488.737,14233781,8876744.772,-2274488.737,9271766.387,0,0,-2965966.827,1524933.387,6538985.353,4,0,0,0
6574844.2,3 th,51-65 th,SMA,L,278046.79,1826925.15,437192.6233,-370333.3333,1826925.15,437192.6233,-370333.3333,19470362.05,0,0,-12570362.05,-12534900,19527900,5,0,0,0
6597837,5 th,41-50 th,SMA,L,486987.57,3343145.16,1854861.04,,3343145.16,618287.0133,-1236574.027,2550662.523,1,1,-2550662.523,-2388333.333,2388333.333,5,0,0,0
6664133,3 th,31-40 th,UNIVERSITAS,L,898404.86,1275021.91,1608479.78,3808697.203,1275021.91,1608479.78,3808697.203,5617702.673,0,0,-996161.2833,-1415372.52,6544583.94,5,0,0,0
6659434.6,3 th,21-30 th,SMA,L,79883015.22,34007019.55,60675658.23,13498837.85,34007019.55,60675658.23,13498837.85,451695636.9,0,0,-36834439.2,-30906.19,445325153,4,1,0,0
6626350.2,3 th,21-30 th,SMA,L,5453508.32,1057137.47,1317702.538,324522.3133,1057137.47,1317702.538,324522.3133,6192752.16,0,0,595268.41,-322363.2767,5349797.917,5,1,0,0
6637094.2,3 th,31-40 th,UNIVERSITAS,L,17927145.78,16627282.97,8793387.245,-4574391.15,16627282.97,8793387.245,-4574391.15,9991722.013,0,0,-5740840.223,-1514286.017,6214988.017,4,0,0,0
6709554.2,3 th,21-30 th,SMA,L,1039933.94,660168.84,889311.6717,982745.64,660168.84,889311.6717,982745.64,5745066.667,0,0,488265.9433,1577410.76,5856946,5,0,0,0
6703375.4,3 th,31-40 th,SMA,P,2798516.9,876000.77,942996.9983,303192.1433,876000.77,942996.9983,303192.1433,5666666.667,1,0,1934187.573,-618666.6667,8733666.667,5,0,0,1
6753054.6,3 th,21-30 th,UNIVERSITAS,L,469335.12,1871690.1,1131956.128,-47650.49,1871690.1,1131956.128,-47650.49,3626312.02,2,0,-605312.02,-1278110,4620110,5,0,0,0
6784793.2,3 th,41-50 th,AKADEMI,P,5027958.63,9425831.83,12014892.19,-3412309.903,9425831.83,12014892.19,-3412309.903,14348540.55,0,0,5224895.95,56498.22333,18579858.78,4,0,1,0
6817315.2,3 th,31-40 th,SMA,L,1295287.9,2118807.63,2081828.973,1097934.01,2118807.63,2081828.973,1097934.01,89221388,0,0,-8714538.923,-6470938.52,88875500,5,0,0,0
6805697.4,3 th,41-50 th,UNIVERSITAS,L,3664482.63,2298988.08,4161105.683,1175003.487,2298988.08,4161105.683,1175003.487,12008484.16,0,0,276690.94,-282605.04,13356584.04,5,0,0,0
6927741.4,2 th,21-30 th,SMA,P,8121005.24,4949724.71,946400.9167,-1868047.953,4949724.71,946400.9167,-1868047.953,16566291.35,0,0,-10882541.35,-8191485.2,13872300,5,1,0,0
6927673.2,2 th,31-40 th,UNIVERSITAS,L,14013095.51,15360277.01,6616806.042,-6383818.067,15360277.01,6616806.042,-6383818.067,108494419.9,0,0,485407.73,10500426.15,104616894.6,4,0,0,0
6866175.6,3 th,21-30 th,UNIVERSITAS,P,0,0,13749.75667,118431.49,0,13749.75667,118431.49,0,6,6,0,22000,0,5,-1,0,0
6868462.6,3 th,21-30 th,SMA,P,8437437.7,5902928.28,8545368.072,1351493.973,5902928.28,8545368.072,1351493.973,5979852.363,1,0,-1974103.903,-2633254.153,5843552.843,4,0,0,0
7016283,2 th,21-30 th,SMA,L,10952.81,516356.03,248499.0267,-166317.3433,516356.03,248499.0267,-166317.3433,8755282,0,0,1597263,1584500,8755500,5,0,0,0
7015119.6,2 th,21-30 th,SMA,P,45794869.3,47384780.75,31909118.84,-46403792.41,47384780.75,31909118.84,-46403792.41,13353902.43,1,0,-1255793.207,1445747.857,15780727.14,4,0,0,0
7114397,2 th,31-40 th,UNIVERSITAS,P,5729272.56,6176755.18,6527639.017,-1465458.72,6176755.18,6527639.017,-1465458.72,3002489.067,2,0,6001527.933,0,4565600,4,0,1,0
7110804,2 th,21-30 th,UNIVERSITAS,P,1445881.63,533617.37,731550.81,-280479.6333,533617.37,731550.81,-280479.6333,5643752.667,0,0,-1044752.667,577466.6667,5370533.333,5,0,0,0
7197598.4,2 th,21-30 th,UNIVERSITAS,P,448503.04,1431531.17,3570883.267,2404612.547,1431531.17,3570883.267,2404612.547,8213744.95,1,0,1741218.23,-641940.2767,9780668.667,5,0,0,0
7173882.8,2 th,21-30 th,UNIVERSITAS,L,1479674.95,249626.56,516070.075,271577.8333,249626.56,516070.075,271577.8333,4994526.667,0,0,-236520.0367,-327005.3333,5146931.333,5,0,0,0
7177665.6,2 th,31-40 th,AKADEMI,L,26047062.57,34978697.2,53139914.12,-90791703.94,34978697.2,53139914.12,-90791703.94,614330436.9,0,0,-208344191.2,-204395590.2,611367703,4,0,0,0
7180869.4,2 th,21-30 th,SMA,P,339857.89,3500277.12,3022997.723,-1507753.503,3500277.12,3022997.723,-1507753.503,99651571.94,0,0,-80635815.99,-81850984,100586984,5,0,0,0
7185599.2,2 th,51-65 th,SMA,L,70785416.84,78466704.4,39239317.7,-34439187.67,78466704.4,39239317.7,-34439187.67,36717883.58,1,0,1316346.423,11967592.62,15048453.38,3,0,0,0
7250728.2,2 th,21-30 th,UNIVERSITAS,L,10179063.71,11403798.58,6689536.325,-6789995.817,11403798.58,6689536.325,-6789995.817,126366316.1,0,0,88103444.29,93857046.34,123042810.1,4,0,0,0
7214485.2,2 th,41-50 th,UNIVERSITAS,L,42712327.04,45033423.05,42070803.98,1060042.227,45033423.05,42070803.98,1060042.227,7065075.753,0,0,8799.51667,10488200.78,7414671.15,4,0,1,0
7235118,2 th,21-30 th,UNIVERSITAS,L,15415927.4,15073302.89,15360526.34,-3890374.177,15073302.89,15360526.34,-3890374.177,4792152.093,0,0,4186246.667,3167515.72,5586588.14,4,0,0,0
7296892.4,6-10 th,41-50 th,UNIVERSITAS,P,174634.21,340440.66,1246114.218,2890921.93,340440.66,1246114.218,2890921.93,1900000,5,1,-898261.39,6283453.333,1945566.667,5,0,0,0
7269716.2,2 th,21-30 th,UNIVERSITAS,L,3524005.86,2057591.24,1550118.585,-790123.0167,2057591.24,1550118.585,-790123.0167,15272356.03,1,0,-8174766.03,-6835082.083,14125207.08,5,0,0,0
7339161.2,1 th,21-30 th,UNIVERSITAS,P,5251075.37,5081548.1,2854519.045,-2514040.103,5081548.1,2854519.045,-2514040.103,11550078.54,0,0,-3623826.59,-1955279,10459479,4,0,0,0
7322845.2,1 th,21-30 th,UNIVERSITAS,L,2172549.87,1114480.56,550971.215,-320382.46,1114480.56,550971.215,-320382.46,4992054.727,4,0,-3492054.727,-2343811,4890111,5,0,0,0
7317183,1 th,21-30 th,SMA,L,3266240.01,397530.33,1049602.753,1253588.953,397530.33,1049602.753,1253588.953,10087567.62,1,0,-6585747.97,2960952.453,9084266.667,5,0,0,0
7313794.6,1 th,21-30 th,UNIVERSITAS,P,6500365.33,2356474.02,2927727.977,9134348.593,2356474.02,2927727.977,9134348.593,7355035.767,0,0,1671270.733,13613838.06,7351950.333,5,1,0,0
7351395,1 th,21-30 th,SMA,P,1882103.41,461351.74,382546.395,566724.5733,461351.74,382546.395,566724.5733,10318469.33,0,0,-4160057.333,-3845941,9984751,5,0,0,0
