CUST_NO,VTG,AGETIER,EDUCATION_DESC,GENDER,EOP_BAL_CS,MTH_AVG_BAL_CS,MTH6_AVG_BAL_CS,DELTA_FUNDING_BALANCE,MTH_AVG_BAL_IDR,MTH6_AVG_BAL_IDR,DELTA_FUNDING_BALANCE_TD,AVG_CREDIT_3MTH,SUM_CREDIT_LESS_3MIL,SUM_CREDIT_ZERO,DELTA_CREDIT_MUTATION,DELTA_DEBIT_MUTATION,AVG_DEBIT_3MTH,CUST_SEGMENT_AVG,DELTA_CUST_SEG,L_COLL,BAD_TAG
5944207.8,5 th,21-30 th,AKADEMI,L,7976280.61,2408945.1,1991519.207,-50438.27,2408945.1,1991519.207,-50438.27,7578396.797,0,0,1373549.153,777187.38,6597336.52,5,1,0,0
5883882.6,5 th,31-40 th,SMA,L,559197.91,1532777.28,1444652.018,-414977.51,1532777.28,1444652.018,-414977.51,8598714.423,0,0,-2652306.423,-3255507.333,9097231.333,5,0,0,0
5913599.4,5 th,31-40 th,UNIVERSITAS,P,724196.82,355767.78,783402.6017,520731.4933,355767.78,783402.6017,520731.4933,6185254.667,0,0,10030999.7,5447533,5961017,5,0,0,0
5963720,5 th,51-65 th,SMA,P,190993415.9,210248764.1,185002256.6,-74249442.1,210248764.1,185002256.6,-74249442.1,31143536.03,5,1,-31037072.12,-16846381.09,16884673.87,3,0,0,0
5987893.8,5 th,31-40 th,SMA,L,4974223.92,989523.52,855222.825,160496.8867,989523.52,855222.825,160496.8867,7947609.88,1,0,4057365.12,6621800.457,6316199.543,5,0,0,0
6031018.6,4 th,21-30 th,SMA,L,316487,645522.35,288960.6883,351661.0967,645522.35,288960.6883,351661.0967,4723470.333,0,0,-449424.3333,-345454,4619500,5,0,0,0
6058892.2,4 th,21-30 th,SMA,L,20872,15684.9,99847.02833,26922.99333,15684.9,99847.02833,26922.99333,4642066.667,0,0,-841266.6667,-797500,4640000,5,0,0,0
6047969.8,4 th,21-30 th,AKADEMI,L,4708293.3,7994456.21,7177364.48,-6649377.78,7994456.21,7177364.48,-6649377.78,5860748.447,2,0,-403228.2167,-1731319.887,7497690.887,4,-1,0,0
6045529.4,4 th,21-30 th,SMA,P,95458.42,1757284.64,2219926.392,2874873.95,1757284.64,2219926.392,2874873.95,19285881.68,0,0,15736387.09,18333743.16,19646333.33,5,0,0,0
6080683.8,4 th,31-40 th,UNIVERSITAS,P,175412.71,1917065.93,929983.335,228934.38,1917065.93,929983.335,228934.38,17839046.58,0,0,13362002.53,12985576,17808356,5,0,0,0
6081478.6,4 th,21-30 th,SMA,P,732683.08,907031.52,978839.0667,-142846.4067,907031.52,978839.0667,-142846.4067,15443000,0,0,7420817.31,7373511.667,15290488.33,5,0,0,0
6114353,4 th,21-30 th,SMA,P,819543.45,5203061.47,1398280.733,-2016782.107,5203061.47,1398280.733,-2016782.107,15091497.78,0,0,-10119147.78,-10181623.01,14836923.01,4,-1,0,0
6109809,4 th,31-40 th,AKADEMI,L,1674205.14,3687189.61,1255218.892,-2106142.477,3687189.61,1255218.892,-2106142.477,6913354.863,0,0,-3488593.863,-1158833.333,6483833.333,5,0,0,0
6187810,4 th,21-30 th,SMA,P,25713,10796.32,61254.94833,-5971.09333,10796.32,61254.94833,-5971.093333,3489600,0,0,5900,-181601.3333,3646601.333,5,0,0,1
6148456.6,4 th,31-40 th,SMA,L,347116.72,2850418.74,1689857.143,-825043.0667,2850418.74,1689857.143,-825043.0667,29267231.75,0,0,-10802231.75,-11709969.85,30576969.85,5,0,0,0
6180190.8,4 th,21-30 th,SMA,L,67537492.66,59711269.15,43059566.53,-18592225.07,59711269.15,43059566.53,-18592225.07,23271386.36,0,0,-8293343.587,-6075781.93,17614823.14,3,0,0,0
6180732.2,4 th,31-40 th,SMA,L,29713331.78,6662165,7686483.135,3629014.573,6662165,7686483.135,3629014.573,46774005.59,0,0,-512766.2,17792305.08,39708947.48,4,0,0,0
6313316.6,4 th,21-30 th,SMA,P,815796,167803.7,228569.6183,100180.1233,167803.7,228569.6183,100180.1233,11000884,0,0,-1933884,-1816689.667,10802260.67,5,0,0,0
6271589,4 th,31-40 th,UNIVERSITAS,L,28360.12,42553.66,4526605.075,17412351.01,42553.66,4526605.075,17412351.01,100000,5,0,415182.6,41943204.72,112333.3333,5,0,0,0
6327351.8,4 th,21-30 th,UNIVERSITAS,P,122309196.4,124576434.4,60411471.22,-57891003.76,124576434.4,60411471.22,-57891003.76,35575649.19,0,0,11274127.64,7640044.69,11661372.84,3,0,0,0
6344663.4,4 th,21-30 th,SMA,P,3378165,216522.25,276713.3883,298891.1467,216522.25,276713.3883,298891.1467,3468815,0,0,1894911,4550007.92,2900692.08,5,0,0,0
6339064.2,4 th,41-50 th,AKADEMI,P,73063.22,2282965.7,3378096.928,689116.99,2282965.7,3378096.928,689116.99,46332677.36,0,0,18350576.26,21954610.25,46606134.75,5,0,0,0
6357695.2,4 th,21-30 th,UNIVERSITAS,L,3422192.57,1698004.81,1524748.89,440612.4633,11698004.81,11524748.89,-6226054.203,7604062.087,0,0,-1478093.667,26792.99333,7225120.547,4,0,0,0
6433680.2,4 th,21-30 th,UNIVERSITAS,P,1522175.81,1118178.44,1124185.747,225088.1733,1118178.44,1124185.747,225088.1733,8610221.593,0,0,-58530.09333,-2872229.88,8435051,5,0,0,0
6399064,4 th,21-30 th,SMA,P,55482283.69,22075674.21,7354917.12,-5139670.63,22075674.21,7354917.12,-5139670.63,102588182.4,0,0,-97183781.96,-72705340.88,84497960,4,1,0,0
6465980.2,3 th,21-30 th,SMA,L,3786904.88,802582.29,1028607.132,83507.45,802582.29,1028607.132,83507.45,6883636.623,0,0,3766363.377,4492000,6229500,5,0,0,0
6477070,3 th,21-30 th,UNIVERSITAS,P,50643.26,53548.03,1163855.31,287139.7467,53548.03,1163855.31,287139.7467,10996803.67,0,0,-71313.66667,-1110881,11654881,5,0,0,0
6469986,3 th,21-30 th,SMA,P,3543956.95,1584409.69,3562436.352,-1553828.88,1584409.69,3562436.352,-1553828.88,12770816,0,0,-7517987.29,-7899058.047,12851279.23,5,0,0,0
6553314.6,3 th,21-30 th,SMA,L,1891848.21,1026986.51,1105272.72,-494839.51,1026986.51,1105272.72,-494839.51,13228948.14,0,0,-2953777.55,-1884266.23,13134248.23,5,0,1,0
6505428,3 th,21-30 th,SMA,L,221369.65,1504004.42,822274.7667,-348957.3733,1504004.42,822274.7667,-348957.3733,7679373.053,0,0,-1148705.493,-498951,7644451,5,0,1,0
6602159.8,3 th,21-30 th,UNIVERSITAS,L,2438964.59,955838.82,983834.22,47455.84,955838.82,983834.22,47455.84,8103778.097,0,0,-483139.0967,1862195,8156721.44,5,0,1,0
6567283.6,3 th,21-30 th,UNIVERSITAS,L,2634182.15,567132.79,1987267.502,779479.24,567132.79,1987267.502,779479.24,8609307,0,0,789897.1,-1119692.513,8192697.333,5,0,1,0
6565643.6,3 th,21-30 th,SMA,L,1439025.37,1307035.95,615188.5583,-53649.93333,1307035.95,615188.5583,-53649.93333,12041158.02,0,0,10813475.98,15001704,11773283,5,0,0,0
6596805.4,3 th,41-50 th,SMA,P,101889.15,1186420.88,849950.2333,78614.70667,1186420.88,849950.2333,78614.70667,21886968.45,0,0,19801187.19,19531325,22246575,5,0,0,0
6670186.4,3 th,31-40 th,SMP,L,401303.31,3523636.76,4672170.253,-664137.9033,3523636.76,4672170.253,-664137.9033,130742828.9,0,0,-47677841.25,-59830429.13,130714582,5,0,0,0
6718855.6,3 th,21-30 th,AKADEMI,L,3508228.13,1653292.55,2652220.517,-2378665.177,1653292.55,2652220.517,-2378665.177,8713762.49,0,0,-1998989.83,-303122.4433,9321353.443,5,0,0,0
6742533.2,3 th,21-30 th,UNIVERSITAS,P,3821661.28,4082955.48,1546428.988,-2344807.437,4082955.48,1546428.988,-2344807.437,9786123.627,2,0,-8586123.627,-8172415.333,9292415.333,5,0,0,0
6764331.6,3 th,21-30 th,UNIVERSITAS,P,3333329.83,1256764.11,1369638.158,87512.46667,1256764.11,1369638.158,87512.46667,8908921.39,0,0,2788724.55,2757094.47,8979530,5,0,0,0
6829056.2,3 th,21-30 th,SMA,L,2350202.8,5010585.19,5073496.71,-474476.3533,5010585.19,5073496.71,-474476.3533,13317655.08,0,0,16605032.87,12600706.91,14657295,4,-1,0,0
6930448,2 th,21-30 th,UNIVERSITAS,P,220229.42,331969.54,568705.1,325395.5267,331969.54,568705.1,325395.5267,18775527.33,0,0,-11489957.33,-12734259.67,19071534.67,5,0,0,0
6928618.8,2 th,21-30 th,SMA,P,418053,56771.19,89780.21333,-119.37667,56771.19,89780.21333,-119.3766667,7072415,0,0,-3127058,-1667195.667,7106166.667,5,0,0,1
6841163,3 th,21-30 th,SMA,L,17048.16,207861.06,413726.1683,213936.3267,207861.06,413726.1683,213936.3267,3947733.333,0,0,-300833.3333,-937166.6667,4082166.667,5,0,0,0
6871753.2,3 th,31-40 th,SMA,L,6712062.8,5194630.29,4515242.343,-2590414.17,5194630.29,4515242.343,-2590414.17,200759851.2,0,0,-83257631.02,-78403866.88,199165075.6,4,0,0,0
6983536.8,2 th,21-30 th,AKADEMI,P,1085399.73,3447788.04,4802423.05,-4222872.757,3447788.04,4802423.05,-4222872.757,13245422.61,0,0,-653862.7333,-3491538.947,14832238.95,5,0,0,0
6993032.6,2 th,21-30 th,UNIVERSITAS,L,2753258.48,1917264.87,1403508.49,-1681027.56,1917264.87,1403508.49,-1681027.56,10367977.01,3,0,-7867977.013,-8103904,10178904,5,0,0,0
6971524.2,2 th,21-30 th,SMA,L,4429022.18,1735745.32,889610.9183,1018881.46,1735745.32,889610.9183,1018881.46,14121686.31,2,0,-6886800.56,2323885.063,12669406.47,5,0,0,0
7006760.6,2 th,21-30 th,SMA,L,1679527.38,1551445.34,808367.98,-865594.5667,1551445.34,808367.98,-865594.5667,3832640.787,0,0,-250140.7867,2249350,3607250,5,0,0,0
7012232.6,2 th,51-65 th,UNIVERSITAS,P,77339.7,265726.79,18865072.51,-6299838.687,265726.79,18865072.51,-6299838.687,17922454.4,1,1,57135302.21,-10454694.56,30921864.88,5,0,2,0
7090502.6,2 th,21-30 th,SMA,P,337064.82,167016.43,345074.7417,5700.39333,167016.43,345074.7417,5700.393333,6250833.333,1,0,4959166.667,5136833.333,6158166.667,5,0,0,0
7052847.4,2 th,21-30 th,SMA,P,420183,291489.22,271550.1067,160024.8633,291489.22,271550.1067,160024.8633,3429233.333,0,0,268566.6667,981644.3333,3442755.667,5,0,0,1
7059426.8,2 th,21-30 th,SMA,P,16136123.43,65694388.13,37574313.41,-50706548.26,65694388.13,37574313.41,-50706548.26,475647714.5,0,0,-417312287.8,-437021918.9,490096179.9,3,-1,0,0
7079969,2 th,21-30 th,SMA,L,47697.8,1432980.93,2643500.763,-1085200.473,1432980.93,2643500.763,-1085200.473,43029454.14,0,0,-9446190.37,-11566095.56,44224595.56,5,0,0,0
7122210.6,2 th,21-30 th,AKADEMI,P,2256967.68,2823322.94,4308285.678,7788212.603,2823322.94,4308285.678,7788212.603,20233070.19,0,0,-13780881.63,-7520184.663,21616504.66,5,0,0,0
7128037.4,2 th,41-50 th,SMA,L,21634015.48,18122338.81,24310592.94,40851477.71,18122338.81,24310592.94,40851477.71,55519722.79,0,0,292312738.3,322680795.1,53102697.1,4,0,0,0
7129631.4,2 th,21-30 th,UNIVERSITAS,L,38501.65,42406.35,344485.5667,717920.81,42406.35,344485.5667,717920.81,42443081,0,0,-25910925,-22048000.33,42757133.33,5,0,1,0
7188148.4,2 th,21-30 th,AKADEMI,L,3883883.49,331578.97,906285.29,210421.2,331578.97,906285.29,210421.2,3812464.97,0,0,-568216.68,1009151.333,3543898.667,5,0,0,0
7195425.4,2 th,21-30 th,SMA,P,16399,56929.45,55514.20333,111003.7733,56929.45,55514.20333,111003.7733,4926673,0,0,-1434773,-860500,4925500,5,0,0,0
7242238.6,2 th,31-40 th,UNIVERSITAS,L,104879733.2,124527799.8,86683402.26,-74794219.92,124527799.8,86683402.26,-74794219.92,57152116.21,2,0,-1375962.933,-49177868.33,49203018.99,3,0,0,0
7248965.2,2 th,41-50 th,UNIVERSITAS,L,1970868.02,1931435.86,1771159.688,-303105.4567,1931435.86,1771159.688,-303105.4567,3000727.563,0,0,224.93667,0,2932400,5,0,1,0
7205458,2 th,21-30 th,SMA,P,19146591.18,14807157.58,12308544.14,-9076147.213,14807157.58,12308544.14,-9076147.213,10057425.05,0,0,-2694286.783,-4600026.343,9206799.343,4,0,0,0
7270029.6,2 th,21-30 th,UNIVERSITAS,L,41824209.46,41957104.57,35089679.75,-19903799.7,41957104.57,35089679.75,-19903799.7,13105778.33,0,0,13619877.27,-3465850.547,9234013.667,4,0,0,0
7282342.2,6-10 th,21-30 th,SMA,L,3834765.32,4825050.39,4761635.198,-3337989.99,4825050.39,4761635.198,-3337989.99,30092778.63,0,0,-19125309.18,-22816541.67,36940971.67,5,0,0,0
7319427.2,1 th,21-30 th,SMA,L,10650,31769.35,50635.86333,136802.4533,31769.35,50635.86333,136802.4533,31321266.67,0,0,-26121166.67,-25904883.33,31318933.33,5,0,0,0
7324693.2,1 th,21-30 th,SMA,L,3205941.81,574117.45,436516.49,814691.9267,574117.45,436516.49,814691.9267,6454337,1,0,1090714.04,-1971829.667,6137105.667,5,0,0,0
7319745.4,1 th,41-50 th,SMA,L,119408648.9,75913417.95,93810269.45,-30278662.82,75913417.95,93810269.45,-30278662.82,47939505.53,1,0,65958583.31,24571556.6,47789157.11,3,0,0,0
7389467,1 th,31-40 th,UNIVERSITAS,P,28720310.11,26032913.42,9436228.397,-15594452.54,26032913.42,9436228.397,-15594452.54,7790197.55,3,2,-7790197.55,-1170851.51,1192851.51,4,0,0,0
7399450.6,2 th,21-30 th,UNIVERSITAS,P,7192504.78,3565023.04,2749619.378,-2008798.66,3565023.04,2749619.378,-2008798.66,18116906.62,0,0,-8854527.37,-6107493.307,18255457.31,5,1,0,0
7371681.6,1 th,31-40 th,SMP,L,1294898.06,1150512.5,764693.9933,3541886.193,1150512.5,764693.9933,3541886.193,6716894.667,0,0,-1794894.667,1832159.657,6338740.343,5,0,0,0
7385693.8,1 th,31-40 th,SMA,L,224402.73,1956880.32,2195514.823,876287.3333,1956880.32,2195514.823,876287.3333,190559721.3,0,0,-109657422.5,-105981622.4,190883844.7,5,0,1,1
7410615.2,1 th,21-30 th,SMA,L,18469.41,21695.21,428165.3183,562301.7867,21695.21,428165.3183,562301.7867,200000,6,2,2733000,831174,860000,5,0,0,0
7451344,1 th,21-30 th,UNIVERSITAS,P,2011674.14,1143890.11,1187969.07,883383.0167,1143890.11,1187969.07,883383.0167,7193380.687,0,0,-1962347.507,192209.78,6750803.29,5,0,0,0
7460759,1 th,21-30 th,UNIVERSITAS,L,1071091.09,1452683.91,1547640.202,-209245.87,1452683.91,1547640.202,-209245.87,10935762.21,0,0,-6194671.913,-3799481.89,11170493.36,5,0,0,0
7473816.2,1 th,41-50 th,SMA,P,6134060.41,7616582.99,3145248.347,-2491556.97,7616582.99,3145248.347,-2491556.97,6393176.073,4,0,-5390901.243,-3335590.88,4720090.88,4,0,0,0
7518330.8,1 th,21-30 th,SMA,P,5579159.63,447216.51,1971703.025,2776049.13,447216.51,1971703.025,2776049.13,4185600,0,0,5832313.74,5391845.97,2818919,5,1,0,0
7588065.2,1 th,51-65 th,UNIVERSITAS,P,26934158.25,28078459.92,119485708.3,10083296.78,28078459.92,119485708.3,10083296.78,52889485.99,1,0,-52807160.96,-60702770.96,85529850.97,4,0,0,0
7550498.8,1 th,21-30 th,AKADEMI,L,1766242.43,10464020.09,6493717.283,-11049719.58,10464020.09,6493717.283,-11049719.58,11361174.05,1,0,-11261174.05,-12067100.35,12208600.35,4,-1,0,0
7561106.6,1 th,51-65 th,UNIVERSITAS,P,6167738.73,9910702.44,11431875.75,-12850771.78,9910702.44,11431875.75,-12850771.78,7422419.083,2,0,-6822419.083,-12631088.82,13251088.82,4,0,0,0
7607208,1 th,41-50 th,SMA,P,3594948.86,2406337.14,2779700.108,500109.6833,2406337.14,2779700.108,500109.6833,14500476.87,1,0,23452405.38,33414586.91,13939122.97,5,0,0,0
7684770.2,1 th,21-30 th,AKADEMI,P,52571.85,1530412.79,2232941.975,-1109582.787,1530412.79,2232941.975,-1109582.787,28557077.01,2,0,-23906113.74,-23961887.07,28575475.07,5,0,0,0
7645774,1 th,21-30 th,AKADEMI,L,1724446.06,1625963.26,695688.685,628363.9567,1625963.26,695688.685,628363.9567,4280322.223,4,1,-3943713.973,-747069.7267,3965136.667,5,0,0,0
7755536.2,1 th,21-30 th,SMA,L,369870,130368.7,167433.57,-119699.48,130368.7,167433.57,-184199.48,5231633.333,1,0,-5006633.333,-4944433.333,5111933.333,5,0,0,0
7766400,1 th,31-40 th,SMA,L,976223,369557.77,285312.3383,-201789.5567,369557.77,285312.3383,-301789.5567,5698372,2,0,-5598372,-5580131,5580131,5,0,0,0
3664033.8,11-15 th,31-40 th,UNIVERSITAS,P,44228510.88,30125367.25,38908895.83,6978712.967,30125367.25,38908895.83,6978712.967,16274867.31,0,0,-6026181.427,-6464675.547,16443212.73,4,0,0,0
3699238,11-15 th,31-40 th,UNIVERSITAS,L,69974566.34,64617427.72,47754067.24,-17047426.31,64617427.72,47754067.24,-17047426.31,101810061.4,0,0,-6931480.163,7131544.557,92597103.18,3,0,1,0
3725569.8,11-15 th,31-40 th,UNIVERSITAS,P,9984957.78,1915754.31,1493917.743,-350397.0767,1915754.31,1493917.743,-350397.0767,19274249.72,0,0,50750.28,-1622685.667,17780585.67,5,1,0,0
2006377.8,> 20 th,41-50 th,AKADEMI,P,5128897.76,3147617.51,2661657.615,171700.54,3147617.51,2661657.615,171700.54,26651204.81,0,0,6350203.8,8748738.333,25864965.67,5,1,0,0
4637828.4,6-10 th,21-30 th,UNIVERSITAS,P,1523633.79,621214.43,406958.9667,459402.0467,621214.43,406958.9667,459402.0467,12901666.67,1,0,-3441666.667,-2961166.667,12410666.67,5,0,0,0
4632724.8,6-10 th,31-40 th,UNIVERSITAS,L,5983985.51,2228120.92,2778742.487,5661716.17,2228120.92,2778742.487,5661716.17,27576953.95,0,0,-12266183.34,14623928.07,26655632.93,5,1,0,0
4107726.4,11-15 th,21-30 th,UNIVERSITAS,L,9886419.46,7684729.24,12931710.83,-3837915.197,7684729.24,12931710.83,-3837915.197,82081620.18,0,0,3731349.09,31722120.77,79684449.23,4,0,0,0
5233396.8,6-10 th,31-40 th,AKADEMI,L,14708938.88,6199399.08,4687894.847,-3875367.88,6199399.08,4687894.847,-3875367.88,68626101.89,0,0,-46981801.89,-39042351.67,64006291.67,4,0,0,0
5369752.4,6-10 th,21-30 th,UNIVERSITAS,L,115313149.1,47647295.17,11306669.31,-13938883.25,47647295.17,11306669.31,-13938883.25,95344996.89,0,0,-79232880.17,-38217429.5,57495944.86,4,1,1,0
5307769.2,6-10 th,41-50 th,SMA,L,21663130.73,9289949.55,4057633.875,-1758022.63,9289949.55,4057633.875,-1758022.63,30351486.98,0,0,-6572315.527,-993785.03,25097372.03,4,0,0,0
5810065,5 th,41-50 th,UNIVERSITAS,L,211579990.5,199739824,183208117.4,-53526143.37,199739824,183208117.4,-53526143.37,33679803.07,0,0,49307006.99,40425191.26,19625277.28,3,0,0,0
5722229.8,5 th,31-40 th,UNIVERSITAS,L,70000.48,192560.28,396419.78,-188814.44,192560.28,396419.78,-188814.44,14141437.33,0,0,18552589.67,18684584.67,14344437.33,5,0,0,0
5622700.2,5 th,31-40 th,AKADEMI,L,388017.53,11082337.14,10239152.89,-8304923.043,11082337.14,10239152.89,-8304923.043,65001384.35,0,0,-35473243.7,-24382836.64,64905336.64,4,-1,0,0
5968676.8,5 th,21-30 th,UNIVERSITAS,L,5681819.87,20545620.29,28571104.68,-50119613.37,20545620.29,28571104.68,-50119613.37,135878752.4,0,0,-128226930.6,-123396453.6,136967203,4,0,0,0
5978394.2,5 th,31-40 th,AKADEMI,L,9581825.46,66805789.11,28005150.8,-12296651.16,66805789.11,28005150.8,-12296651.16,143847639.7,0,0,-71799029.99,-63966667.6,144440784.8,3,-1,0,0
6123777,4 th,21-30 th,AKADEMI,L,75991503.92,75248045.54,81736068.22,45244714.8,75248045.54,81736068.22,45244714.8,24264669.33,2,0,38216634.61,59490326.93,1140933.863,3,0,0,0
5471505,6-10 th,21-30 th,SMA,L,41938455.28,31580950.49,40219015.86,78857.05,31580950.49,40219015.86,78857.05,19683139.34,0,0,-3496885.107,-14345457.52,23612208.36,4,0,0,0
6382006,4 th,21-30 th,SMA,P,14076168.04,16384464.82,22865045,20639314.61,16384464.82,22865045,20639314.61,5437468.633,1,0,15576692.94,13011196.54,8030446.33,4,0,0,0
6573335.2,3 th,21-30 th,SMA,P,313917.1,1269122.58,1471176.388,115017.67,1269122.58,1471176.388,115017.67,18647164.94,0,0,9409840.817,9180621.667,18561924.33,5,0,2,0
6599056.6,3 th,51-65 th,UNIVERSITAS,L,5258822.98,3368837.42,6799651.273,-5883463.397,3368837.42,6799651.273,-5883463.397,150172467.2,0,0,-38969077.16,-54587553.06,148451483.1,5,1,0,0
6515624.6,3 th,21-30 th,UNIVERSITAS,P,315013864.5,362472979.9,423745060.2,-39510290.73,362472979.9,423745060.2,-39510290.73,130131257.8,0,0,-92518002.86,-137929789.7,174987181.8,3,0,0,0
6348018.6,4 th,21-30 th,UNIVERSITAS,L,3798866.52,15959550.08,10842531.01,-3498815.593,15959550.08,10842531.01,-3498815.593,21005604.69,0,0,17426949.69,4974882.92,27765619.94,4,-1,0,0
6755558,3 th,31-40 th,AKADEMI,L,194572060.3,219843222.2,54453791.31,-93546389.3,219843222.2,54453791.31,-93546389.3,116905556.4,1,0,-109950744.9,-47665248.98,54793211.29,3,0,0,0
2879738.4,16-20 th,31-40 th,SMA,L,645650.54,1614608.69,1842611.643,-400585.8433,1614608.69,1842611.643,-400585.8433,12699759.32,0,0,-4389549.687,-5262651.52,12692651.52,5,0,0,0
2736748.4,16-20 th,41-50 th,SMA,L,9115066.52,20519949.58,11474045.16,591982.48,20519949.58,11474045.16,591982.48,121945518,0,0,-29001752.89,-21600714.57,120152308.6,4,0,0,0
2732728.4,16-20 th,31-40 th,UNIVERSITAS,L,2831390.92,3412289.65,1989355.095,-1344782.757,3412289.65,1989355.095,-1344782.757,39309018.84,0,0,-17744873.96,-17062583.33,38495083.33,5,0,0,0
2498607.8,16-20 th,41-50 th,AKADEMI,L,28550830.82,28597265.99,22422478.19,-4626498.66,28597265.99,22422478.19,-4626498.66,17926131.67,0,0,-10355164.25,-5395856.653,15022418.33,4,0,0,0
2529125,16-20 th,31-40 th,SMA,L,24995.27,58263.01,66701.3,50032.58667,58263.01,66701.3,50032.58667,3673239.333,0,0,860890.6667,916666.6667,3698333.333,5,0,0,1
2465420.4,16-20 th,41-50 th,SMA,P,747215.28,1273068.05,1953766.472,-1014372.233,1273068.05,1953766.472,-1014372.233,100361155.1,0,0,-84819655.09,-89999516.33,100401016.3,5,0,1,0
2134960.4,16-20 th,31-40 th,UNIVERSITAS,P,1022683.23,1134918.58,4184873.922,4733265.307,1134918.58,4184873.922,4733265.307,9561293.627,0,0,1735862.093,-999410,12135405,5,0,0,0
2183130.8,16-20 th,31-40 th,SMA,L,33577.47,3577660.8,1091118.663,-495455.0267,3577660.8,1091118.663,-495455.0267,11097642.33,0,0,4055657.67,3434466.333,11338178.67,5,0,0,0
2060437.6,16-20 th,41-50 th,SMA,L,4391617.34,3581973.45,2388707.74,-1572073.03,3581973.45,2388707.74,-1572073.03,24641040.13,0,0,-16340346.73,-12901852.61,23205937.25,5,0,0,0
1194347.8,> 20 th,51-65 th,AKADEMI,P,244650.97,1598895.06,11424304.54,17635649.66,1598895.06,11424304.54,17635649.66,26935444.25,0,0,104624648.8,101263341.1,27225094.48,5,0,0,0
415271.6,> 20 th,41-50 th,UNIVERSITAS,P,262346404.9,262153977.5,358819005.6,-93641984.53,262153977.5,358819005.6,-93641984.53,336104520.6,0,0,-202669463.7,-264367016,361521980.3,3,0,0,0
145715,> 20 th,41-50 th,AKADEMI,P,117626982.6,141175385.2,114259710.3,32238264.79,141175385.2,114259710.3,32238264.79,139412719.3,0,0,-63413616.34,34075358.91,129331475.7,3,0,0,0
3044663.8,16-20 th,31-40 th,UNIVERSITAS,P,244067097.5,205030319.1,74506153.22,-101462029.5,205030319.1,74506153.22,-101462029.5,170590793.6,0,0,-28026721.92,4840728.42,102811622.8,3,0,1,0
2867006.4,16-20 th,41-50 th,UNIVERSITAS,L,21137593.98,8865162.46,25359437.53,18103967.22,8865162.46,25359437.53,18103967.22,46132725.96,0,0,-3552219.007,-43768.21,58809113.66,4,0,0,0
2725466.6,16-20 th,31-40 th,UNIVERSITAS,P,385916085.5,186144315.7,236775423.4,129750162.8,186144315.7,236775423.4,129750162.8,601756633.6,0,0,138914684.8,279287074.6,598124110.2,3,0,0,0
2398618.2,16-20 th,41-50 th,SMP,P,10876149.41,8672701.21,7580816.192,4361498.107,8672701.21,7580816.192,4361498.107,9850830.293,0,0,764087.6667,5508745.857,9736365.023,4,0,0,0
2039001.8,16-20 th,31-40 th,UNIVERSITAS,P,16653323.96,27161147.59,45743113.6,659301.1467,27161147.59,45743113.6,659301.1467,21801894.64,1,0,13972248.34,31475452.94,38255712.26,4,0,0,0
1976525.2,16-20 th,41-50 th,SMA,L,16291630.82,14393600.81,14482654.27,-2219612.933,14393600.81,14482654.27,-2219612.933,38859788.81,0,0,8140722.39,10549101.28,38814585.64,4,0,1,0
1748849.2,16-20 th,31-40 th,UNIVERSITAS,P,851495.99,1243739.33,750240.2933,1064690.263,1243739.33,750240.2933,1064690.263,15022913.14,1,0,-14022913.14,-13807963,14812963,5,0,0,0
1765555.4,16-20 th,41-50 th,UNIVERSITAS,L,17730256.82,5428155.91,9907329.623,2822357.933,5428155.91,9907329.623,2822357.933,62015462.62,0,0,-39552143.9,-27658003.96,63762740.84,4,0,0,0
1352499.4,16-20 th,41-50 th,UNIVERSITAS,L,8397777.16,7054348.39,11217765.73,9752491.073,7054348.39,11217765.73,9752491.073,38392581.14,1,0,16881652.33,48525426.88,36285374.76,4,0,1,0
1055251.8,> 20 th,41-50 th,AKADEMI,P,20711006.7,23099803.86,68909990.38,25476080.55,45513038.38,91139864.85,25114659.82,11249706,0,0,103008628.6,34363172.51,29670140.45,4,0,0,0
914800.8,> 20 th,51-65 th,SMA,L,56381502.61,56532252.55,33326309.84,-18196090.81,56532252.55,33326309.84,-18196090.81,141863429,0,0,45955715.97,16731890.86,167927423.1,3,0,0,0
477079.4,> 20 th,41-50 th,AKADEMI,P,2366671.3,1176744.76,891562.775,-813423.12,1176744.76,891562.775,-813423.12,24396668.62,0,0,-15119218.62,-17157010.67,24477560.67,5,0,0,0
475071,> 20 th,51-65 th,UNIVERSITAS,L,1684597.62,7207051.57,30631795.83,-30495574.9,7207051.57,30631795.83,-30495574.9,54100506.93,2,0,-7094247.657,-72471066.55,81790518.4,4,-1,0,0
203561.8,> 20 th,51-65 th,UNIVERSITAS,L,12683.68,26877.22,132943.2617,630437.8133,26877.22,132943.2617,630437.8133,0,5,3,3250000,3135000,22000,5,0,0,0
3065158.8,16-20 th,41-50 th,UNIVERSITAS,P,17299770.36,28843229.85,46968067.28,-2485896.753,28843229.85,46968067.28,-2485896.753,10538869.08,0,0,-274178.93,-19956881.75,29483429.78,4,0,0,0
3244632.6,11-15 th,41-50 th,AKADEMI,L,7238240.95,2701974.1,3147740.308,2739345.817,2701974.1,3147740.308,2739345.817,21508637.98,0,0,5148215.857,6842564.51,20399157.49,5,1,0,0
